Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);Metertype;Register;Volume;Eenheid;Validatiestatus
26/08/2025;19:15:00;26/08/2025;19:30:00;Digitale meter;Injectie Dag;0,002;kWh;Uitgelezen
26/08/2025;19:30:00;26/08/2025;19:45:00;Digitale meter;Afname Dag;0,005;kWh;Uitgelezen
26/08/2025;19:30:00;26/08/2025;19:45:00;Digitale meter;Injectie Dag;0,016;kWh;Uitgelezen
26/08/2025;19:45:00;26/08/2025;20:00:00;Digitale meter;Afname Dag;0,048;kWh;Uitgelezen
26/08/2025;19:45:00;26/08/2025;20:00:00;Digitale meter;Injectie Dag;0,001;kWh;Uitgelezen
26/08/2025;20:00:00;26/08/2025;20:15:00;Digitale meter;Afname Dag;0,092;kWh;Uitgelezen
26/08/2025;20:00:00;26/08/2025;20:15:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
26/08/2025;20:15:00;26/08/2025;20:30:00;Digitale meter;Afname Dag;0,071;kWh;Uitgelezen
26/08/2025;20:15:00;26/08/2025;20:30:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
26/08/2025;20:30:00;26/08/2025;20:45:00;Digitale meter;Afname Dag;0,089;kWh;Uitgelezen
26/08/2025;20:30:00;26/08/2025;20:45:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
26/08/2025;20:45:00;26/08/2025;21:00:00;Digitale meter;Afname Dag;0,091;kWh;Uitgelezen
26/08/2025;20:45:00;26/08/2025;21:00:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
26/08/2025;21:00:00;26/08/2025;21:15:00;Digitale meter;Afname Dag;0,078;kWh;Uitgelezen
26/08/2025;21:00:00;26/08/2025;21:15:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
26/08/2025;21:15:00;26/08/2025;21:30:00;Digitale meter;Afname Dag;0,113;kWh;Uitgelezen
26/08/2025;21:15:00;26/08/2025;21:30:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
26/08/2025;21:30:00;26/08/2025;21:45:00;Digitale meter;Afname Dag;0,098;kWh;Uitgelezen
26/08/2025;21:30:00;26/08/2025;21:45:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
26/08/2025;21:45:00;26/08/2025;22:00:00;Digitale meter;Afname Dag;0,034;kWh;Uitgelezen
26/08/2025;21:45:00;26/08/2025;22:00:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
26/08/2025;22:00:00;26/08/2025;22:15:00;Digitale meter;Afname Nacht;0,029;kWh;Uitgelezen
26/08/2025;22:00:00;26/08/2025;22:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;22:15:00;26/08/2025;22:30:00;Digitale meter;Afname Nacht;0,01;kWh;Uitgelezen
26/08/2025;22:15:00;26/08/2025;22:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;22:30:00;26/08/2025;22:45:00;Digitale meter;Afname Nacht;0,041;kWh;Uitgelezen
26/08/2025;22:30:00;26/08/2025;22:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;22:45:00;26/08/2025;23:00:00;Digitale meter;Afname Nacht;0,025;kWh;Uitgelezen
26/08/2025;22:45:00;26/08/2025;23:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;23:00:00;26/08/2025;23:15:00;Digitale meter;Afname Nacht;0,02;kWh;Uitgelezen
26/08/2025;23:00:00;26/08/2025;23:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;23:15:00;26/08/2025;23:30:00;Digitale meter;Afname Nacht;0,03;kWh;Uitgelezen
26/08/2025;23:15:00;26/08/2025;23:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;23:30:00;26/08/2025;23:45:00;Digitale meter;Afname Nacht;0,011;kWh;Uitgelezen
26/08/2025;23:30:00;26/08/2025;23:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
26/08/2025;23:45:00;27/08/2025;00:00:00;Digitale meter;Afname Nacht;0,031;kWh;Uitgelezen
26/08/2025;23:45:00;27/08/2025;00:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;00:00:00;27/08/2025;00:15:00;Digitale meter;Afname Nacht;0,028;kWh;Uitgelezen
27/08/2025;00:00:00;27/08/2025;00:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;00:15:00;27/08/2025;00:30:00;Digitale meter;Afname Nacht;0,024;kWh;Uitgelezen
27/08/2025;00:15:00;27/08/2025;00:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;00:30:00;27/08/2025;00:45:00;Digitale meter;Afname Nacht;0,035;kWh;Uitgelezen
27/08/2025;00:30:00;27/08/2025;00:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;00:45:00;27/08/2025;01:00:00;Digitale meter;Afname Nacht;0,01;kWh;Uitgelezen
27/08/2025;00:45:00;27/08/2025;01:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;01:00:00;27/08/2025;01:15:00;Digitale meter;Afname Nacht;0,029;kWh;Uitgelezen
27/08/2025;01:00:00;27/08/2025;01:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;01:15:00;27/08/2025;01:30:00;Digitale meter;Afname Nacht;0,021;kWh;Uitgelezen
27/08/2025;01:15:00;27/08/2025;01:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;01:30:00;27/08/2025;01:45:00;Digitale meter;Afname Nacht;0,019;kWh;Uitgelezen
27/08/2025;01:30:00;27/08/2025;01:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;01:45:00;27/08/2025;02:00:00;Digitale meter;Afname Nacht;0,048;kWh;Uitgelezen
27/08/2025;01:45:00;27/08/2025;02:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;02:00:00;27/08/2025;02:15:00;Digitale meter;Afname Nacht;0,011;kWh;Uitgelezen
27/08/2025;02:00:00;27/08/2025;02:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;02:15:00;27/08/2025;02:30:00;Digitale meter;Afname Nacht;0,025;kWh;Uitgelezen
27/08/2025;02:15:00;27/08/2025;02:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;02:30:00;27/08/2025;02:45:00;Digitale meter;Afname Nacht;0,028;kWh;Uitgelezen
27/08/2025;02:30:00;27/08/2025;02:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;02:45:00;27/08/2025;03:00:00;Digitale meter;Afname Nacht;0,01;kWh;Uitgelezen
27/08/2025;02:45:00;27/08/2025;03:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;03:00:00;27/08/2025;03:15:00;Digitale meter;Afname Nacht;0,044;kWh;Uitgelezen
27/08/2025;03:00:00;27/08/2025;03:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;03:15:00;27/08/2025;03:30:00;Digitale meter;Afname Nacht;0,023;kWh;Uitgelezen
27/08/2025;03:15:00;27/08/2025;03:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;03:30:00;27/08/2025;03:45:00;Digitale meter;Afname Nacht;0,017;kWh;Uitgelezen
27/08/2025;03:30:00;27/08/2025;03:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;03:45:00;27/08/2025;04:00:00;Digitale meter;Afname Nacht;0,034;kWh;Uitgelezen
27/08/2025;03:45:00;27/08/2025;04:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;04:00:00;27/08/2025;04:15:00;Digitale meter;Afname Nacht;0,01;kWh;Uitgelezen
27/08/2025;04:00:00;27/08/2025;04:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;04:15:00;27/08/2025;04:30:00;Digitale meter;Afname Nacht;0,03;kWh;Uitgelezen
27/08/2025;04:15:00;27/08/2025;04:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;04:30:00;27/08/2025;04:45:00;Digitale meter;Afname Nacht;0,033;kWh;Uitgelezen
27/08/2025;04:30:00;27/08/2025;04:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;04:45:00;27/08/2025;05:00:00;Digitale meter;Afname Nacht;0,016;kWh;Uitgelezen
27/08/2025;04:45:00;27/08/2025;05:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;05:00:00;27/08/2025;05:15:00;Digitale meter;Afname Nacht;0,039;kWh;Uitgelezen
27/08/2025;05:00:00;27/08/2025;05:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;05:15:00;27/08/2025;05:30:00;Digitale meter;Afname Nacht;0,01;kWh;Uitgelezen
27/08/2025;05:15:00;27/08/2025;05:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;05:30:00;27/08/2025;05:45:00;Digitale meter;Afname Nacht;0,024;kWh;Uitgelezen
27/08/2025;05:30:00;27/08/2025;05:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;05:45:00;27/08/2025;06:00:00;Digitale meter;Afname Nacht;0,029;kWh;Uitgelezen
27/08/2025;05:45:00;27/08/2025;06:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;06:00:00;27/08/2025;06:15:00;Digitale meter;Afname Nacht;0,021;kWh;Uitgelezen
27/08/2025;06:00:00;27/08/2025;06:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;06:15:00;27/08/2025;06:30:00;Digitale meter;Afname Nacht;0,038;kWh;Uitgelezen
27/08/2025;06:15:00;27/08/2025;06:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;06:30:00;27/08/2025;06:45:00;Digitale meter;Afname Nacht;0,015;kWh;Uitgelezen
27/08/2025;06:30:00;27/08/2025;06:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;06:45:00;27/08/2025;07:00:00;Digitale meter;Afname Nacht;0,022;kWh;Uitgelezen
27/08/2025;06:45:00;27/08/2025;07:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;07:00:00;27/08/2025;07:15:00;Digitale meter;Afname Dag;0,031;kWh;Uitgelezen
27/08/2025;07:00:00;27/08/2025;07:15:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
27/08/2025;07:15:00;27/08/2025;07:30:00;Digitale meter;Afname Dag;0,037;kWh;Uitgelezen
27/08/2025;07:15:00;27/08/2025;07:30:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
27/08/2025;07:30:00;27/08/2025;07:45:00;Digitale meter;Afname Dag;0,095;kWh;Uitgelezen
27/08/2025;07:30:00;27/08/2025;07:45:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
27/08/2025;07:45:00;27/08/2025;08:00:00;Digitale meter;Afname Dag;0,005;kWh;Uitgelezen
27/08/2025;07:45:00;27/08/2025;08:00:00;Digitale meter;Injectie Dag;0,011;kWh;Uitgelezen
27/08/2025;08:00:00;27/08/2025;08:15:00;Digitale meter;Afname Dag;0,004;kWh;Uitgelezen
27/08/2025;08:00:00;27/08/2025;08:15:00;Digitale meter;Injectie Dag;0,011;kWh;Uitgelezen
27/08/2025;08:15:00;27/08/2025;08:30:00;Digitale meter;Afname Dag;0,01;kWh;Uitgelezen
27/08/2025;08:15:00;27/08/2025;08:30:00;Digitale meter;Injectie Dag;0,004;kWh;Uitgelezen
27/08/2025;08:30:00;27/08/2025;08:45:00;Digitale meter;Afname Dag;0,307;kWh;Uitgelezen
27/08/2025;08:30:00;27/08/2025;08:45:00;Digitale meter;Injectie Dag;0,007;kWh;Uitgelezen
27/08/2025;08:45:00;27/08/2025;09:00:00;Digitale meter;Afname Dag;0,218;kWh;Uitgelezen
27/08/2025;08:45:00;27/08/2025;09:00:00;Digitale meter;Injectie Dag;0,019;kWh;Uitgelezen
27/08/2025;09:00:00;27/08/2025;09:15:00;Digitale meter;Afname Dag;0,042;kWh;Uitgelezen
27/08/2025;09:00:00;27/08/2025;09:15:00;Digitale meter;Injectie Dag;0,016;kWh;Uitgelezen
27/08/2025;09:15:00;27/08/2025;09:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;09:15:00;27/08/2025;09:30:00;Digitale meter;Injectie Dag;0,051;kWh;Uitgelezen
27/08/2025;09:30:00;27/08/2025;09:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;09:30:00;27/08/2025;09:45:00;Digitale meter;Injectie Dag;0,07;kWh;Uitgelezen
27/08/2025;09:45:00;27/08/2025;10:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;09:45:00;27/08/2025;10:00:00;Digitale meter;Injectie Dag;0,076;kWh;Uitgelezen
27/08/2025;10:00:00;27/08/2025;10:15:00;Digitale meter;Afname Dag;0,001;kWh;Uitgelezen
27/08/2025;10:00:00;27/08/2025;10:15:00;Digitale meter;Injectie Dag;0,098;kWh;Uitgelezen
27/08/2025;10:15:00;27/08/2025;10:30:00;Digitale meter;Afname Dag;0,002;kWh;Uitgelezen
27/08/2025;10:15:00;27/08/2025;10:30:00;Digitale meter;Injectie Dag;0,106;kWh;Uitgelezen
27/08/2025;10:30:00;27/08/2025;10:45:00;Digitale meter;Afname Dag;0,007;kWh;Uitgelezen
27/08/2025;10:30:00;27/08/2025;10:45:00;Digitale meter;Injectie Dag;0,233;kWh;Uitgelezen
27/08/2025;10:45:00;27/08/2025;11:00:00;Digitale meter;Afname Dag;0,155;kWh;Uitgelezen
27/08/2025;10:45:00;27/08/2025;11:00:00;Digitale meter;Injectie Dag;0,147;kWh;Uitgelezen
27/08/2025;11:00:00;27/08/2025;11:15:00;Digitale meter;Afname Dag;0,301;kWh;Uitgelezen
27/08/2025;11:00:00;27/08/2025;11:15:00;Digitale meter;Injectie Dag;0,071;kWh;Uitgelezen
27/08/2025;11:15:00;27/08/2025;11:30:00;Digitale meter;Afname Dag;0,115;kWh;Uitgelezen
27/08/2025;11:15:00;27/08/2025;11:30:00;Digitale meter;Injectie Dag;0,199;kWh;Uitgelezen
27/08/2025;11:30:00;27/08/2025;11:45:00;Digitale meter;Afname Dag;0,079;kWh;Uitgelezen
27/08/2025;11:30:00;27/08/2025;11:45:00;Digitale meter;Injectie Dag;0,236;kWh;Uitgelezen
27/08/2025;11:45:00;27/08/2025;12:00:00;Digitale meter;Afname Dag;0,014;kWh;Uitgelezen
27/08/2025;11:45:00;27/08/2025;12:00:00;Digitale meter;Injectie Dag;0,249;kWh;Uitgelezen
27/08/2025;12:00:00;27/08/2025;12:15:00;Digitale meter;Afname Dag;0,001;kWh;Uitgelezen
27/08/2025;12:00:00;27/08/2025;12:15:00;Digitale meter;Injectie Dag;0,334;kWh;Uitgelezen
27/08/2025;12:15:00;27/08/2025;12:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;12:15:00;27/08/2025;12:30:00;Digitale meter;Injectie Dag;0,421;kWh;Uitgelezen
27/08/2025;12:30:00;27/08/2025;12:45:00;Digitale meter;Afname Dag;0,012;kWh;Uitgelezen
27/08/2025;12:30:00;27/08/2025;12:45:00;Digitale meter;Injectie Dag;0,386;kWh;Uitgelezen
27/08/2025;12:45:00;27/08/2025;13:00:00;Digitale meter;Afname Dag;0,011;kWh;Uitgelezen
27/08/2025;12:45:00;27/08/2025;13:00:00;Digitale meter;Injectie Dag;0,388;kWh;Uitgelezen
27/08/2025;13:00:00;27/08/2025;13:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;13:00:00;27/08/2025;13:15:00;Digitale meter;Injectie Dag;0,319;kWh;Uitgelezen
27/08/2025;13:15:00;27/08/2025;13:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;13:15:00;27/08/2025;13:30:00;Digitale meter;Injectie Dag;0,423;kWh;Uitgelezen
27/08/2025;13:30:00;27/08/2025;13:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;13:30:00;27/08/2025;13:45:00;Digitale meter;Injectie Dag;0,323;kWh;Uitgelezen
27/08/2025;13:45:00;27/08/2025;14:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;13:45:00;27/08/2025;14:00:00;Digitale meter;Injectie Dag;0,362;kWh;Uitgelezen
27/08/2025;14:00:00;27/08/2025;14:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;14:00:00;27/08/2025;14:15:00;Digitale meter;Injectie Dag;0,522;kWh;Uitgelezen
27/08/2025;14:15:00;27/08/2025;14:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;14:15:00;27/08/2025;14:30:00;Digitale meter;Injectie Dag;0,369;kWh;Uitgelezen
27/08/2025;14:30:00;27/08/2025;14:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;14:30:00;27/08/2025;14:45:00;Digitale meter;Injectie Dag;0,319;kWh;Uitgelezen
27/08/2025;14:45:00;27/08/2025;15:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;14:45:00;27/08/2025;15:00:00;Digitale meter;Injectie Dag;0,076;kWh;Uitgelezen
27/08/2025;15:00:00;27/08/2025;15:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;15:00:00;27/08/2025;15:15:00;Digitale meter;Injectie Dag;0,124;kWh;Uitgelezen
27/08/2025;15:15:00;27/08/2025;15:30:00;Digitale meter;Afname Dag;0,027;kWh;Uitgelezen
27/08/2025;15:15:00;27/08/2025;15:30:00;Digitale meter;Injectie Dag;0,087;kWh;Uitgelezen
27/08/2025;15:30:00;27/08/2025;15:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;15:30:00;27/08/2025;15:45:00;Digitale meter;Injectie Dag;0,093;kWh;Uitgelezen
27/08/2025;15:45:00;27/08/2025;16:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;15:45:00;27/08/2025;16:00:00;Digitale meter;Injectie Dag;0,249;kWh;Uitgelezen
27/08/2025;16:00:00;27/08/2025;16:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;16:00:00;27/08/2025;16:15:00;Digitale meter;Injectie Dag;0,156;kWh;Uitgelezen
27/08/2025;16:15:00;27/08/2025;16:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;16:15:00;27/08/2025;16:30:00;Digitale meter;Injectie Dag;0,287;kWh;Uitgelezen
27/08/2025;16:30:00;27/08/2025;16:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;16:30:00;27/08/2025;16:45:00;Digitale meter;Injectie Dag;0,05;kWh;Uitgelezen
27/08/2025;16:45:00;27/08/2025;17:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;16:45:00;27/08/2025;17:00:00;Digitale meter;Injectie Dag;0,131;kWh;Uitgelezen
27/08/2025;17:00:00;27/08/2025;17:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;17:00:00;27/08/2025;17:15:00;Digitale meter;Injectie Dag;0,139;kWh;Uitgelezen
27/08/2025;17:15:00;27/08/2025;17:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;17:15:00;27/08/2025;17:30:00;Digitale meter;Injectie Dag;0,106;kWh;Uitgelezen
27/08/2025;17:30:00;27/08/2025;17:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;17:30:00;27/08/2025;17:45:00;Digitale meter;Injectie Dag;0,098;kWh;Uitgelezen
27/08/2025;17:45:00;27/08/2025;18:00:00;Digitale meter;Afname Dag;0,001;kWh;Uitgelezen
27/08/2025;17:45:00;27/08/2025;18:00:00;Digitale meter;Injectie Dag;0,131;kWh;Uitgelezen
27/08/2025;18:00:00;27/08/2025;18:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;18:00:00;27/08/2025;18:15:00;Digitale meter;Injectie Dag;0,065;kWh;Uitgelezen
27/08/2025;18:15:00;27/08/2025;18:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;18:15:00;27/08/2025;18:30:00;Digitale meter;Injectie Dag;0,127;kWh;Uitgelezen
27/08/2025;18:30:00;27/08/2025;18:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
27/08/2025;18:30:00;27/08/2025;18:45:00;Digitale meter;Injectie Dag;0,039;kWh;Uitgelezen
27/08/2025;18:45:00;27/08/2025;19:00:00;Digitale meter;Afname Dag;0,001;kWh;Uitgelezen
27/08/2025;18:45:00;27/08/2025;19:00:00;Digitale meter;Injectie Dag;0,018;kWh;Uitgelezen
27/08/2025;19:00:00;27/08/2025;19:15:00;Digitale meter;Afname Dag;0,001;kWh;Uitgelezen
27/08/2025;19:00:00;27/08/2025;19:15:00;Digitale meter;Injectie Dag;0,031;kWh;Uitgelezen
27/08/2025;19:15:00;27/08/2025;19:30:00;Digitale meter;Afname Dag;0,034;kWh;Uitgelezen
27/08/2025;19:15:00;27/08/2025;19:30:00;Digitale meter;Injectie Dag;0,001;kWh;Uitgelezen
27/08/2025;19:30:00;27/08/2025;19:45:00;Digitale meter;Afname Dag;0,025;kWh;Uitgelezen
27/08/2025;19:30:00;27/08/2025;19:45:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
27/08/2025;19:45:00;27/08/2025;20:00:00;Digitale meter;Afname Dag;0,065;kWh;Uitgelezen
27/08/2025;19:45:00;27/08/2025;20:00:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
27/08/2025;20:00:00;27/08/2025;20:15:00;Digitale meter;Afname Dag;0,081;kWh;Uitgelezen
27/08/2025;20:00:00;27/08/2025;20:15:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
27/08/2025;20:15:00;27/08/2025;20:30:00;Digitale meter;Afname Dag;0,069;kWh;Uitgelezen
27/08/2025;20:15:00;27/08/2025;20:30:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
27/08/2025;20:30:00;27/08/2025;20:45:00;Digitale meter;Afname Dag;0,098;kWh;Uitgelezen
27/08/2025;20:30:00;27/08/2025;20:45:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
27/08/2025;20:45:00;27/08/2025;21:00:00;Digitale meter;Afname Dag;0,097;kWh;Uitgelezen
27/08/2025;20:45:00;27/08/2025;21:00:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
27/08/2025;21:00:00;27/08/2025;21:15:00;Digitale meter;Afname Dag;0,081;kWh;Uitgelezen
27/08/2025;21:00:00;27/08/2025;21:15:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
27/08/2025;21:15:00;27/08/2025;21:30:00;Digitale meter;Afname Dag;0,098;kWh;Uitgelezen
27/08/2025;21:15:00;27/08/2025;21:30:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
27/08/2025;21:30:00;27/08/2025;21:45:00;Digitale meter;Afname Dag;0,021;kWh;Uitgelezen
27/08/2025;21:30:00;27/08/2025;21:45:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
27/08/2025;21:45:00;27/08/2025;22:00:00;Digitale meter;Afname Dag;0,038;kWh;Uitgelezen
27/08/2025;21:45:00;27/08/2025;22:00:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
27/08/2025;22:00:00;27/08/2025;22:15:00;Digitale meter;Afname Nacht;0,027;kWh;Uitgelezen
27/08/2025;22:00:00;27/08/2025;22:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;22:15:00;27/08/2025;22:30:00;Digitale meter;Afname Nacht;0,01;kWh;Uitgelezen
27/08/2025;22:15:00;27/08/2025;22:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;22:30:00;27/08/2025;22:45:00;Digitale meter;Afname Nacht;0,04;kWh;Uitgelezen
27/08/2025;22:30:00;27/08/2025;22:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;22:45:00;27/08/2025;23:00:00;Digitale meter;Afname Nacht;0,017;kWh;Uitgelezen
27/08/2025;22:45:00;27/08/2025;23:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;23:00:00;27/08/2025;23:15:00;Digitale meter;Afname Nacht;0,029;kWh;Uitgelezen
27/08/2025;23:00:00;27/08/2025;23:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;23:15:00;27/08/2025;23:30:00;Digitale meter;Afname Nacht;0,03;kWh;Uitgelezen
27/08/2025;23:15:00;27/08/2025;23:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;23:30:00;27/08/2025;23:45:00;Digitale meter;Afname Nacht;0,012;kWh;Uitgelezen
27/08/2025;23:30:00;27/08/2025;23:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
27/08/2025;23:45:00;28/08/2025;00:00:00;Digitale meter;Afname Nacht;0,036;kWh;Uitgelezen
27/08/2025;23:45:00;28/08/2025;00:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
28/08/2025;00:00:00;28/08/2025;00:15:00;Digitale meter;Afname Nacht;0,026;kWh;Uitgelezen
28/08/2025;00:00:00;28/08/2025;00:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
28/08/2025;00:15:00;28/08/2025;00:30:00;Digitale meter;Afname Nacht;0,015;kWh;Uitgelezen
28/08/2025;00:15:00;28/08/2025;00:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
28/08/2025;00:30:00;28/08/2025;00:45:00;Digitale meter;Afname Nacht;0,038;kWh;Uitgelezen
28/08/2025;00:30:00;28/08/2025;00:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
28/08/2025;00:45:00;28/08/2025;01:00:00;Digitale meter;Afname Nacht;0,011;kWh;Uitgelezen
28/08/2025;00:45:00;28/08/2025;01:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
28/08/2025;01:00:00;28/08/2025;01:15:00;Digitale meter;Afname Nacht;0,035;kWh;Uitgelezen
28/08/2025;01:00:00;28/08/2025;01:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
28/08/2025;01:15:00;28/08/2025;01:30:00;Digitale meter;Afname Nacht;0,031;kWh;Uitgelezen
28/08/2025;01:15:00;28/08/2025;01:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
28/08/2025;01:30:00;28/08/2025;01:45:00;Digitale meter;Afname Nacht;0,01;kWh;Uitgelezen
28/08/2025;01:30:00;28/08/2025;01:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
28/08/2025;01:45:00;28/08/2025;02:00:00;Digitale meter;Afname Nacht;0,039;kWh;Uitgelezen
28/08/2025;01:45:00;28/08/2025;02:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
28/08/2025;02:00:00;28/08/2025;02:15:00;Digitale meter;Afname Nacht;0,016;kWh;Uitgelezen
28/08/2025;02:00:00;28/08/2025;02:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
28/08/2025;02:15:00;28/08/2025;02:30:00;Digitale meter;Afname Nacht;0,026;kWh;Uitgelezen
